Date,High,Low,Open,Close,Volume,Adj Close,Company Name
9/2/2019,357,354.8500061,355.3999939,355.7000122,6989811,355.7000122,Aviva
9/3/2019,355.8999939,351.2000122,355.7000122,352.2999878,7945714,352.2999878,Aviva
9/4/2019,356.2999878,354.3999939,355,355.3999939,9533055,355.3999939,Aviva
9/5/2019,365.7000122,356.5750122,357.7999878,364.3999939,12945934,364.3999939,Aviva
9/6/2019,365.3999939,362.5,365.2000122,364,10699571,364,Aviva
9/9/2019,374.3999939,365.8999939,365.8999939,374.3999939,12066518,374.3999939,Aviva
9/10/2019,388.3999939,374.2000122,374.2000122,387.3999939,14482111,387.3999939,Aviva
9/11/2019,398.5,390.3039856,391.7999878,392.7000122,10993235,392.7000122,Aviva
9/12/2019,395.6000061,385.5,394,390.6000061,10402960,390.6000061,Aviva
9/13/2019,403.2999878,391.7999878,392.2000122,401,10304520,401,Aviva
9/16/2019,399.3999939,394.2999878,396.5,394.5,12762265,394.5,Aviva
9/17/2019,394.8609924,386.4989929,393.6000061,388.7000122,8117089,388.7000122,Aviva
9/18/2019,389.6000061,385.1000061,387.5,388,53409072,388,Aviva
9/19/2019,392.2210083,387.2999878,390.3999939,388.6000061,10080669,388.6000061,Aviva
9/20/2019,391.5710144,388,388.3999939,389.3999939,18155483,389.3999939,Aviva
9/23/2019,389.8999939,383.7510071,389.3999939,388.1000061,16791818,388.1000061,Aviva
9/24/2019,394.4079895,388.2000122,391.8999939,388.2000122,12211347,388.2000122,Aviva
9/25/2019,390.1000061,380.3999939,387.7999878,387.5,7029518,387.5,Aviva
9/26/2019,396.2999878,386.8450012,387.3999939,391.2000122,12663887,391.2000122,Aviva
9/27/2019,399.2000122,392.8080139,393.7999878,397.7000122,10162232,397.7000122,Aviva
9/30/2019,401.2000122,396.8999939,396.8999939,399.2999878,9699735,399.2999878,Aviva
10/1/2019,401.6000061,392.5,400.2999878,394,8356393,394,Aviva
10/2/2019,392.25,383.3999939,390.6000061,384.8999939,11608493,384.8999939,Aviva
10/3/2019,384.5,376.7999878,383.2999878,381.6000061,13320495,381.6000061,Aviva
10/4/2019,381.8999939,376.2999878,381.8999939,380,8068435,380,Aviva
10/7/2019,381.7000122,376.3999939,381.1000061,377.8999939,9903916,377.8999939,Aviva
10/8/2019,381.1000061,372.3999939,381.1000061,375,10146644,375,Aviva
10/9/2019,378.2999878,373.2000122,375,375,10896301,375,Aviva
10/10/2019,381.6000061,376.5,378,381.2000122,9893578,381.2000122,Aviva
10/11/2019,407.821991,382.2000122,386.3999939,405.2000122,24540689,405.2000122,Aviva
10/14/2019,407.821991,382.553009,404.2000122,396.7999878,10786003,396.7999878,Aviva
10/15/2019,408.7999878,397,401.2000122,406.3999939,17185593,406.3999939,Aviva
10/16/2019,412.6799927,401.2000122,408.1000061,408.5,16083268,408.5,Aviva
10/17/2019,418.5,405,408.2000122,408,17037123,408,Aviva
10/18/2019,420.6000061,403.7000122,406.2000122,412.2000122,26327143,412.2000122,Aviva
10/21/2019,423.3999939,416.0390015,417.1000061,417.2000122,16833451,417.2000122,Aviva
10/22/2019,422.7000122,417.1000061,418.8999939,418.6000061,11541905,418.6000061,Aviva
10/23/2019,423,416.1000061,416.7999878,421.5,10278776,421.5,Aviva
10/24/2019,428.2799988,421.3999939,421.3999939,424.2999878,10468689,424.2999878,Aviva
10/25/2019,425.7999878,415.7000122,424.3999939,420.8999939,8030485,420.8999939,Aviva
10/28/2019,425.3009949,415.7999878,421.2999878,424.2000122,5854352,424.2000122,Aviva
10/29/2019,425.7000122,419.7999878,425.3999939,423.6000061,7959503,423.6000061,Aviva
10/30/2019,424.7000122,412.7000122,424.2999878,416.3999939,9646024,416.3999939,Aviva
10/31/2019,417.8999939,410.2000122,417.8999939,415.2000122,12853257,415.2000122,Aviva
11/1/2019,419.7000122,414.2000122,416.3999939,419.7000122,5771845,419.7000122,Aviva
