Date,High,Low,Open,Close,Volume,Adj Close,Company Name
10/18/2019,8.5,8.420000076,8.460000038,8.479999542,4621200,8.479999542,Barclays
10/21/2019,8.619999886,8.489999771,8.600000381,8.520000458,2900100,8.520000458,Barclays
10/22/2019,8.590000153,8.409999847,8.5,8.420000076,7345500,8.420000076,Barclays
10/23/2019,8.539999962,8.449999809,8.470000267,8.529999733,2903800,8.529999733,Barclays
10/24/2019,8.56000042,8.43999958,8.550000191,8.470000267,3620900,8.470000267,Barclays
10/25/2019,8.720000267,8.539999962,8.550000191,8.68999958,2881100,8.68999958,Barclays
10/28/2019,8.770000458,8.699999809,8.720000267,8.710000038,2493100,8.710000038,Barclays
10/29/2019,8.81000042,8.640000343,8.649999619,8.739999771,4435200,8.739999771,Barclays
10/30/2019,8.699999809,8.539999962,8.600000381,8.699999809,3681900,8.699999809,Barclays
10/31/2019,8.670000076,8.600000381,8.659999847,8.630000114,274080000,8.630000114,Barclays
11/1/2019,8.670000076,8.550000191,8.569999695,8.670000076,3075300,8.670000076,Barclays
