Date,High,Low,Open,Close,Volume,Adj Close,Company Name
9/2/2019,875,857.9000244,874.9000244,860.9000244,10165899,860.9000244,National Grid
9/3/2019,870.7999878,859.1339722,860,869.0999756,6919623,869.0999756,National Grid
9/4/2019,876.5999756,865.2000122,873.7999878,866.7000122,5357752,866.7000122,National Grid
9/5/2019,874.5,840.9359741,871,845.2999878,8806533,845.2999878,National Grid
9/6/2019,843.1030273,831.2999878,841.4000244,841,10200614,841,National Grid
9/9/2019,845.2000122,819.2999878,841.9000244,820,9342022,820,National Grid
9/10/2019,820.5,808.9000244,820,816.4000244,11576052,816.4000244,National Grid
9/11/2019,826.0999756,811.9000244,818,826.0999756,6964258,826.0999756,National Grid
9/12/2019,836.5999756,819.7999878,825.9000244,831.9000244,15644192,831.9000244,National Grid
9/13/2019,833.8330078,820.5999756,829.5999756,828.5,7429007,828.5,National Grid
9/16/2019,841.9000244,821.7000122,821.7000122,832.9000244,7987917,832.9000244,National Grid
9/17/2019,843.5,831.7000122,832,843.5,5501606,843.5,National Grid
9/18/2019,852.9000244,838,839.5,846.5999756,6214030,846.5999756,National Grid
9/19/2019,851.7999878,845,845,851.2000122,4478273,851.2000122,National Grid
9/20/2019,859.7999878,846.7999878,849,851.5,16105683,851.5,National Grid
9/23/2019,863.9000244,852.4000244,853.5999756,860.2999878,13568680,860.2999878,National Grid
9/24/2019,870.9000244,859.4000244,863.5,867.9000244,6415345,867.9000244,National Grid
9/25/2019,869.5999756,857.4840088,862.5999756,863.2999878,5099717,863.2999878,National Grid
9/26/2019,889.4000244,859.5549927,860.5,887,8727408,887,National Grid
9/27/2019,890.7000122,881.0999756,886.2000122,883,5235550,883,National Grid
9/30/2019,888.2999878,881.5999756,882,881.9000244,8192461,881.9000244,National Grid
10/1/2019,884.2000122,875.9000244,882.5,883.0999756,5744412,883.0999756,National Grid
10/2/2019,886.9000244,862.7000122,884.5,864.2999878,7378227,864.2999878,National Grid
10/3/2019,865.7999878,853.7999878,864.7000122,858.5999756,6960734,858.5999756,National Grid
10/4/2019,873.0999756,852.7000122,854.2999878,870.0999756,14626943,870.0999756,National Grid
10/7/2019,880.5999756,865.7999878,865.7999878,879.5999756,8747912,879.5999756,National Grid
10/8/2019,888.0499878,878.7999878,882.5,880.5,7640687,880.5,National Grid
10/9/2019,884.7000122,875.5999756,883.5999756,879.2000122,6970735,879.2000122,National Grid
10/10/2019,879.2999878,868.5999756,877.5,870.7999878,10732344,870.7999878,National Grid
10/11/2019,891.5999756,861.5,864,891.5999756,10455033,891.5999756,National Grid
10/14/2019,894.4000244,862.1290283,893.5,883.7999878,8965655,883.7999878,National Grid
10/15/2019,894.9000244,882.2000122,887.9000244,893.5,16632518,893.5,National Grid
10/16/2019,899.2000122,885.2999878,887.9000244,895.2999878,8529715,895.2999878,National Grid
10/17/2019,907.4000244,897.2999878,898.7999878,899,7691447,899,National Grid
10/18/2019,904.2000122,895.7999878,898.9000244,900,4602008,900,National Grid
10/21/2019,906.4000244,894.9000244,900,897.5,3991817,897.5,National Grid
10/22/2019,913.5999756,895,895.9000244,910.7000122,5981861,910.7000122,National Grid
10/23/2019,922.2000122,906.4000244,906.4000244,922.2000122,6497956,922.2000122,National Grid
10/24/2019,926.7000122,918.5,920,925.7999878,4952050,925.7999878,National Grid
10/25/2019,918.9910278,896.1010132,915.0999756,903.9000244,5725866,903.9000244,National Grid
10/28/2019,918.9899902,896.1010132,904.9000244,900.5999756,5657085,900.5999756,National Grid
10/29/2019,896.4000244,877.2999878,892.5999756,894.5,15156712,894.5,National Grid
10/30/2019,901.9000244,887.7999878,894,901.9000244,5184493,901.9000244,National Grid
10/31/2019,915.5999756,899.0999756,906.5,901.2999878,7831600,901.2999878,National Grid
11/1/2019,907.2000122,898.1309814,907.2000122,900.4000244,3941094,900.4000244,National Grid
